product_id,brand,category,sub_category,mrp
7296,Nivea,,Sanitizer,4904.18
7297,Lakme,Skincare,Serum,3561.17
7298,Biotique,Personal Care,Conditioner,529.82
7299,L'Oreal,Haircare,Soap,2407.92
7300,The Body Shop,Skincare,,1965.59
7301,Maybelline,Skincare,Body Lotion,4107.11
7302,Biotique,Skincare,Serum,2255.81
7303,Mamaearth,Fragrance,Soap,2691.12
7304,,Haircare,Conditioner,2192.89
7305,Mamaearth,Makeup,Perfume,2452.48
7306,Forest Essentials,Personal Care,Body Lotion,3592.65
7307,L'Oreal,Haircare,Perfume,1028.86
7308,Maybelline,Makeup,Hair Mask,845.66
7309,The Body Shop,Fragrance,Moisturizer,162.12
7310,The Body Shop,Personal Care,Shampoo,4696.18
7311,Forest Essentials,Fragrance,Body Mist,4603.65
7312,Biotique,Personal Care,Eyeliner,4453.4
7313,Nykaa Naturals,Personal Care,Sanitizer,4659.72
7314,Lakme,Makeup,Eyeliner,2484.53
7315,Nivea,,Lipstick,3907.89
7316,Himalaya,Personal Care,Lipstick,3986.17
7317,Forest Essentials,Skincare,,3428.74
7318,Biotique,Fragrance,Serum,4948.57
7319,Mamaearth,Personal Care,Sunscreen,4934.62
7320,Mamaearth,Makeup,Shampoo,1895.02
7321,Maybelline,Fragrance,Mask,2395.54
7322,Himalaya,Skincare,Foundation,3184.68
7323,Forest Essentials,Personal Care,Oil,2904.5
7324,The Body Shop,Fragrance,Hair Mask,3303.62
7325,Nivea,Fragrance,Handwash,2684.33
7326,Forest Essentials,Haircare,Foundation,2568.92
7327,Mamaearth,Skincare,Lipstick,2004.65
7328,WOW Skin Science,Makeup,Soap,634.55
7329,Pond's,Fragrance,Conditioner,3720.25
7330,Himalaya,Haircare,Conditioner,4633.67
7331,WOW Skin Science,Skincare,Shampoo,3151.54
7332,Nykaa Naturals,Skincare,Hair Mask,4925.0
7333,Pond's,Fragrance,Lipstick,4170.38
7334,Biotique,Haircare,Face Wash,2513.94
7335,Nivea,Fragrance,Mask,4002.31
7336,Himalaya,Personal Care,Moisturizer,211.54
7337,Himalaya,Skincare,Deodorant,
7338,The Body Shop,,Foundation,
7339,Forest Essentials,Fragrance,Serum,1144.64
7340,Nykaa Naturals,Personal Care,Mask,270.51
7341,,Skincare,Serum,3414.72
7342,Himalaya,Skincare,Body Lotion,396.95
7343,Lakme,Fragrance,Conditioner,810.5
7344,Nivea,Personal Care,Serum,484.63
7345,Mamaearth,Personal Care,Lipstick,199.25
7346,WOW Skin Science,Fragrance,Sanitizer,1580.57
7347,,Fragrance,,766.42
7348,Nykaa Naturals,Skincare,Sanitizer,4453.87
7349,Himalaya,Skincare,Sunscreen,3001.24
7350,Maybelline,Haircare,Face Wash,3106.58
7351,Biotique,Haircare,Handwash,
7352,L'Oreal,Haircare,,224.67
7353,Nykaa Naturals,Haircare,Oil,4726.03
7354,Maybelline,Skincare,Body Lotion,3997.76
7355,Forest Essentials,Fragrance,Moisturizer,3394.81
7356,Nivea,Skincare,Body Lotion,4540.24
7357,Maybelline,Makeup,Body Mist,
7358,Mamaearth,Skincare,Oil,4550.68
7359,Pond's,Fragrance,Hair Mask,4409.83
7360,Pond's,Makeup,Eyeliner,1273.17
7361,,Personal Care,Deodorant,3982.85
7362,Himalaya,Skincare,Serum,111.9
7363,Nykaa Naturals,Skincare,Eyeliner,1983.47
7364,Mamaearth,Makeup,Body Mist,2503.67
7365,Forest Essentials,Haircare,Lipstick,
7366,Maybelline,Skincare,Hair Mask,345.34
7367,Mamaearth,Haircare,Handwash,1212.29
7368,Mamaearth,Skincare,Perfume,413.02
7369,The Body Shop,Personal Care,Perfume,602.06
7370,Lakme,Haircare,Soap,1002.1
7371,Forest Essentials,Makeup,Serum,2652.13
7372,L'Oreal,Haircare,Compact,4786.12
7373,Maybelline,Makeup,Sanitizer,3426.74
7374,Pond's,Haircare,Lipstick,740.98
7375,Pond's,Makeup,Body Lotion,2055.02
7376,Pond's,Makeup,Perfume,4268.14
7377,The Body Shop,Fragrance,,3384.97
7378,,Haircare,Sanitizer,3652.65
7379,The Body Shop,Makeup,Deodorant,3652.58
7380,Nykaa Naturals,Haircare,Deodorant,2282.44
7381,,Haircare,Sanitizer,3237.34
7382,Pond's,Makeup,Handwash,3273.82
7383,Mamaearth,Haircare,Shampoo,4228.7
7384,Lakme,Skincare,Perfume,1840.11
7385,Nivea,Personal Care,Mascara,1209.9
7386,Lakme,Skincare,Sunscreen,1622.95
7387,Biotique,Haircare,Sanitizer,2975.78
7388,Pond's,Personal Care,Perfume,4145.4
7389,Forest Essentials,Haircare,Hair Mask,4142.46
7390,Pond's,Personal Care,Shampoo,3233.0
7391,Lakme,Haircare,Eyeliner,209.42
7392,The Body Shop,Makeup,Body Lotion,4861.57
7393,Maybelline,Haircare,Conditioner,89.43
7394,WOW Skin Science,Skincare,Body Mist,604.8
7395,Lakme,Personal Care,Handwash,1560.91
7396,WOW Skin Science,,Foundation,708.15
7397,Himalaya,Personal Care,Eyeliner,4409.08
7398,Mamaearth,Haircare,Compact,4819.27
7399,Forest Essentials,Haircare,Body Lotion,820.55
7400,,Makeup,Mask,
7401,Mamaearth,Haircare,Compact,1427.41
7402,Biotique,Fragrance,Foundation,
7403,Nykaa Naturals,Personal Care,Sanitizer,4001.7
7404,Pond's,,Foundation,1896.49
7405,Pond's,Skincare,Face Wash,3029.42
7406,,Skincare,Deodorant,1941.64
7407,Himalaya,Personal Care,Perfume,2283.68
7408,Lakme,Personal Care,Body Lotion,4942.77
7409,Maybelline,Makeup,Serum,4578.33
7410,L'Oreal,Personal Care,Moisturizer,4079.28
7411,Forest Essentials,Skincare,Mask,4260.35
7412,Lakme,Makeup,Deodorant,2283.61
7413,Forest Essentials,Haircare,Shampoo,3055.7
7414,Himalaya,Personal Care,Compact,4681.0
7415,Biotique,Skincare,Deodorant,4792.12
7416,Mamaearth,,Lipstick,3438.4
7417,L'Oreal,Makeup,Deodorant,4927.38
7418,The Body Shop,Haircare,Body Mist,4219.45
7419,Nykaa Naturals,Haircare,Deodorant,881.02
7420,Biotique,Haircare,Perfume,1510.11
7421,Pond's,Haircare,Handwash,3667.73
7422,Mamaearth,Personal Care,Serum,1047.6
7423,,Makeup,Perfume,4392.21
7424,Forest Essentials,Haircare,Shampoo,
7425,Pond's,Fragrance,Handwash,3568.47
7426,WOW Skin Science,Makeup,Hair Mask,4157.63
7427,The Body Shop,,Mask,4846.29
7428,Lakme,Makeup,Hair Mask,4801.76
7429,Biotique,Haircare,Shampoo,889.16
7430,Pond's,Haircare,Lipstick,2264.26
7431,L'Oreal,Personal Care,Face Wash,1455.0
7432,Biotique,Makeup,,1083.92
7433,Lakme,Haircare,Moisturizer,4352.69
7434,Lakme,Haircare,Conditioner,826.61
7435,L'Oreal,Haircare,Face Wash,4783.55
7436,L'Oreal,Fragrance,Sanitizer,3154.32
7437,,Skincare,Oil,454.62
7438,Lakme,Personal Care,Sanitizer,1378.63
7439,Pond's,Personal Care,Eyeliner,655.22
7440,L'Oreal,Skincare,Body Mist,2888.18
7441,Mamaearth,Personal Care,Soap,2361.3
7442,WOW Skin Science,Personal Care,Body Lotion,2210.49
7443,The Body Shop,Skincare,Oil,3489.64
7444,,Haircare,Mascara,
7445,Lakme,Personal Care,Oil,4804.09
7446,WOW Skin Science,Fragrance,Foundation,4597.65
7447,WOW Skin Science,Skincare,Body Mist,4751.78
7448,Himalaya,Skincare,,327.53
7449,The Body Shop,Makeup,Hair Mask,3285.02
7450,Lakme,Fragrance,Conditioner,2218.86
7451,Pond's,,Sanitizer,4440.11
7452,Maybelline,Skincare,Soap,4928.18
7453,L'Oreal,Haircare,Sunscreen,4376.37
7454,Maybelline,Skincare,Shampoo,962.27
7455,,Fragrance,Hair Mask,1868.08
7456,Himalaya,Personal Care,Deodorant,4035.33
7457,The Body Shop,Skincare,Serum,2678.76
7458,Maybelline,Makeup,Lipstick,1309.34
7459,Himalaya,Personal Care,Conditioner,4678.08
7460,L'Oreal,Personal Care,Serum,4434.62
7461,WOW Skin Science,Fragrance,Body Lotion,4872.77
7462,Nykaa Naturals,Haircare,Serum,2669.35
7463,Maybelline,Skincare,Sunscreen,1641.31
7464,The Body Shop,Makeup,Conditioner,1794.75
7465,Himalaya,Personal Care,Deodorant,3950.83
7466,The Body Shop,Haircare,Oil,3450.08
7467,Nykaa Naturals,Personal Care,Oil,440.46
7468,L'Oreal,Makeup,Deodorant,3093.66
7469,Mamaearth,Fragrance,Moisturizer,3187.15
7470,,Haircare,Lipstick,4054.12
7471,The Body Shop,Makeup,Compact,3801.91
7472,Nivea,Fragrance,Oil,2795.88
7473,Lakme,Fragrance,Eyeliner,1327.19
7474,Pond's,Skincare,Oil,
7475,L'Oreal,Haircare,Deodorant,3803.55
7476,Maybelline,Skincare,Perfume,475.99
7477,Biotique,Personal Care,Lipstick,352.19
7478,Forest Essentials,,Moisturizer,
7479,Lakme,Personal Care,Lipstick,3538.63
7480,,Haircare,Conditioner,2486.07
7481,Forest Essentials,Skincare,Body Lotion,2946.85
7482,Himalaya,Skincare,,1336.5
7483,Nivea,Makeup,,3660.19
7484,Biotique,Makeup,Handwash,428.79
7485,The Body Shop,Haircare,Deodorant,3355.47
7486,Pond's,Haircare,Mascara,1137.26
7487,L'Oreal,Skincare,Body Lotion,4488.12
7488,L'Oreal,Haircare,Sunscreen,1411.99
7489,Himalaya,Skincare,Perfume,2983.86
7490,Nivea,Haircare,Lipstick,622.89
7491,Nivea,Haircare,,1204.4
7492,Mamaearth,Haircare,Moisturizer,4855.04
7493,WOW Skin Science,Haircare,Moisturizer,4580.14
7494,Lakme,Skincare,Sanitizer,410.91
7495,WOW Skin Science,Skincare,Sanitizer,1148.44
7496,Biotique,Fragrance,Body Mist,729.16
7497,Maybelline,,Oil,2155.66
7498,Mamaearth,Personal Care,Perfume,3655.4
7499,Biotique,Haircare,Body Lotion,3408.45
7500,Himalaya,,Handwash,4080.39
7501,WOW Skin Science,Makeup,Body Lotion,2948.84
7502,Pond's,Haircare,Perfume,1457.73
7503,Lakme,Fragrance,Lipstick,808.26
7504,Pond's,Makeup,Sunscreen,2019.92
7505,Forest Essentials,Personal Care,Hair Mask,3354.74
7506,Lakme,Makeup,Mascara,2296.76
7507,Forest Essentials,Makeup,Conditioner,3260.12
7508,WOW Skin Science,Fragrance,Body Mist,1865.33
7509,Himalaya,Makeup,Deodorant,2174.78
7510,Lakme,Personal Care,Sunscreen,4851.95
7511,WOW Skin Science,Skincare,Body Mist,4332.56
7512,Forest Essentials,Makeup,Moisturizer,4181.97
7513,Nivea,Makeup,Handwash,425.47
7514,Mamaearth,Haircare,Face Wash,3686.1
7515,L'Oreal,Personal Care,Sanitizer,4030.02
7516,,Fragrance,Body Mist,4499.0
7517,WOW Skin Science,Makeup,Lipstick,3256.9
7518,Biotique,Makeup,Serum,3658.42
7519,Forest Essentials,Haircare,Mask,343.01
7520,Forest Essentials,Personal Care,Soap,4331.39
7521,Lakme,,Compact,1660.2
7522,Biotique,Haircare,Conditioner,1196.54
7523,Nykaa Naturals,Fragrance,Sanitizer,3006.66
7524,Himalaya,Haircare,Lipstick,2411.2
7525,Biotique,Haircare,Sanitizer,2192.35
7526,Lakme,Makeup,Soap,2836.79
7527,L'Oreal,Skincare,Body Mist,3521.82
7528,Nivea,Makeup,Moisturizer,1775.92
7529,Forest Essentials,,Oil,856.88
7530,Biotique,Skincare,Body Lotion,4179.35
7531,Maybelline,Makeup,Moisturizer,1205.91
7532,L'Oreal,Haircare,Compact,3932.83
7533,Forest Essentials,Haircare,Mascara,959.68
7534,Mamaearth,Haircare,Compact,373.67
7535,Mamaearth,Makeup,Lipstick,3754.71
7536,Mamaearth,Fragrance,Soap,4784.92
7537,Biotique,Personal Care,Deodorant,1129.87
7538,Mamaearth,Personal Care,,523.8
7539,Maybelline,Personal Care,Handwash,4867.51
7540,Biotique,Personal Care,Lipstick,4456.79
7541,WOW Skin Science,Haircare,,3355.28
7542,Pond's,Makeup,Perfume,2390.77
7543,Nivea,Fragrance,Compact,64.89
7544,Pond's,Fragrance,Soap,4316.23
7545,Himalaya,Fragrance,Lipstick,4419.44
7546,Nykaa Naturals,Personal Care,Deodorant,2758.64
7547,Biotique,Makeup,Soap,2338.28
7548,Lakme,Skincare,Mascara,1532.6
7549,Maybelline,Skincare,Mascara,4821.82
7550,The Body Shop,Fragrance,Serum,1871.1
7551,Maybelline,Fragrance,Mask,862.93
7552,Lakme,Makeup,Deodorant,1284.49
7553,Forest Essentials,Skincare,Body Lotion,3671.7
7554,Lakme,Fragrance,Eyeliner,4458.25
7555,Mamaearth,Fragrance,Lipstick,1961.68
7556,Lakme,Haircare,Moisturizer,1795.58
7557,L'Oreal,Fragrance,Deodorant,1709.71
7558,Lakme,Makeup,Body Mist,2149.58
7559,Maybelline,Haircare,Perfume,1299.55
7560,The Body Shop,Skincare,Oil,4306.6
7561,Lakme,,Body Lotion,
7562,Pond's,Makeup,Handwash,702.07
7563,Nivea,Personal Care,Body Mist,3025.1
7564,Lakme,Skincare,Conditioner,1825.73
7565,Maybelline,Haircare,,3657.29
7566,L'Oreal,Skincare,Soap,2928.92
7567,WOW Skin Science,Fragrance,Handwash,3254.09
7568,Pond's,Makeup,Body Mist,4994.93
7569,Lakme,Skincare,,1514.14
7570,,Haircare,Moisturizer,2943.93
7571,Lakme,Makeup,Eyeliner,1654.4
7572,Forest Essentials,Makeup,Handwash,1491.47
7573,Nivea,Haircare,Perfume,546.93
7574,Maybelline,Skincare,Face Wash,351.85
7575,Forest Essentials,Skincare,Soap,2307.54
7576,Lakme,Haircare,Eyeliner,4843.88
7577,Lakme,Skincare,Compact,
7578,Lakme,Skincare,Conditioner,2595.46
7579,WOW Skin Science,Skincare,Hair Mask,4499.03
7580,,Skincare,Body Mist,1732.31
7581,Biotique,Skincare,Shampoo,739.17
7582,Himalaya,Personal Care,Foundation,3967.07
7583,Mamaearth,Haircare,Serum,3103.1
7584,L'Oreal,Haircare,Body Mist,557.89
7585,Himalaya,Personal Care,Handwash,2751.27
7586,Nykaa Naturals,Fragrance,Handwash,2512.98
7587,Nykaa Naturals,Skincare,Handwash,4078.29
7588,Pond's,Skincare,Deodorant,3900.83
7589,Himalaya,Makeup,Handwash,2894.6
7590,Pond's,Makeup,Serum,2118.66
7591,L'Oreal,Makeup,Face Wash,1707.36
7592,Maybelline,Fragrance,Lipstick,2009.64
7593,Maybelline,Personal Care,Body Lotion,1801.8
7594,Himalaya,Makeup,Deodorant,911.61
7595,Biotique,Makeup,Conditioner,3770.49
7596,Himalaya,Personal Care,Eyeliner,1905.27
7597,,Personal Care,Lipstick,4229.96
7598,Biotique,Haircare,Handwash,3717.23
7599,Nykaa Naturals,Haircare,Shampoo,4866.85
7600,Forest Essentials,Skincare,Eyeliner,520.61
7601,Lakme,Skincare,Oil,4474.25
7602,WOW Skin Science,,Body Mist,4957.46
7603,The Body Shop,Haircare,Mask,3866.78
7604,WOW Skin Science,Makeup,Serum,774.59
7605,WOW Skin Science,Haircare,Conditioner,1315.04
7606,Pond's,Haircare,Lipstick,228.26
7607,Mamaearth,,Eyeliner,
7608,Nykaa Naturals,Haircare,Eyeliner,3409.32
7609,Maybelline,Haircare,Mask,3463.36
7610,The Body Shop,,Moisturizer,4685.63
7611,Biotique,Fragrance,Foundation,3229.93
7612,Nivea,Fragrance,Lipstick,568.88
7613,Nivea,Personal Care,Mask,2890.54
7614,Lakme,Fragrance,Body Mist,4855.92
7615,WOW Skin Science,Haircare,Perfume,3608.27
7616,L'Oreal,Fragrance,Lipstick,1146.74
7617,The Body Shop,Fragrance,Soap,1327.67
7618,Forest Essentials,Personal Care,Sunscreen,337.09
7619,Himalaya,Skincare,Conditioner,3781.57
7620,L'Oreal,Fragrance,Moisturizer,220.5
7621,Himalaya,Personal Care,Sunscreen,2728.39
7622,Himalaya,Fragrance,Conditioner,1363.69
7623,Himalaya,Skincare,Sanitizer,3858.73
7624,WOW Skin Science,Fragrance,Hair Mask,131.32
7625,Nivea,Makeup,Perfume,760.29
7626,Nykaa Naturals,Personal Care,Perfume,3661.01
7627,Himalaya,Makeup,Lipstick,4234.28
7628,Himalaya,Skincare,Lipstick,2188.13
7629,Mamaearth,Skincare,Compact,2169.97
7630,Nykaa Naturals,Haircare,Foundation,120.84
7631,L'Oreal,Personal Care,Serum,548.42
7632,Himalaya,Skincare,Shampoo,4258.11
7633,WOW Skin Science,Skincare,Moisturizer,1045.23
7634,Biotique,Skincare,Mask,3723.11
7635,Mamaearth,,Oil,3616.32
7636,The Body Shop,Fragrance,Hair Mask,4724.92
7637,The Body Shop,Makeup,Deodorant,154.9
7638,Nivea,Fragrance,Deodorant,2881.86
7639,L'Oreal,Fragrance,Sunscreen,1460.91
7640,Forest Essentials,Makeup,Perfume,3717.17
7641,Mamaearth,Fragrance,Lipstick,2477.22
7642,Himalaya,Haircare,Moisturizer,4672.48
7643,Forest Essentials,Skincare,Body Mist,4464.54
7644,The Body Shop,Fragrance,Mascara,4154.19
7645,Biotique,Makeup,Serum,1304.97
7646,,Personal Care,Face Wash,3220.36
7647,Lakme,Skincare,Sunscreen,2780.78
7648,L'Oreal,Personal Care,Soap,1078.59
7649,Nykaa Naturals,Haircare,Body Lotion,1786.19
7650,Pond's,Makeup,Body Lotion,2740.63
7651,Nivea,Personal Care,Deodorant,3647.11
7652,Nivea,Personal Care,Soap,3441.95
7653,,Haircare,Oil,2001.43
7654,Lakme,Skincare,Face Wash,2117.33
7655,WOW Skin Science,Makeup,Body Mist,2238.74
7656,Mamaearth,Haircare,Body Mist,4741.4
7657,WOW Skin Science,Makeup,Hair Mask,439.29
7658,Lakme,Makeup,Conditioner,869.33
7659,Lakme,Personal Care,Perfume,3247.13
7660,Nivea,Fragrance,Shampoo,4097.13
7661,Biotique,Skincare,Perfume,2303.68
7662,Nykaa Naturals,Fragrance,Conditioner,1935.39
7663,Nivea,Skincare,Eyeliner,3114.16
7664,Maybelline,Fragrance,Conditioner,2886.78
7665,L'Oreal,Personal Care,Deodorant,4363.04
7666,The Body Shop,Skincare,Perfume,4591.35
7667,Nykaa Naturals,Makeup,Mask,2599.58
7668,Himalaya,Haircare,Compact,867.72
7669,Nivea,Fragrance,Body Mist,2470.92
7670,Forest Essentials,Personal Care,Serum,2495.53
7671,Nykaa Naturals,Skincare,Conditioner,425.19
7672,L'Oreal,Haircare,Perfume,3796.22
7673,Lakme,Haircare,Face Wash,1025.23
7674,Biotique,Haircare,Serum,385.16
7675,Lakme,Skincare,Deodorant,2018.9
7676,Nivea,Personal Care,Oil,1144.95
7677,Nykaa Naturals,Makeup,Lipstick,1514.88
7678,Nivea,Makeup,Soap,1429.5
7679,Mamaearth,,Handwash,2832.73
7680,Lakme,,Mask,940.78
7681,Lakme,Makeup,Sanitizer,394.59
7682,Biotique,Skincare,Body Lotion,3368.65
7683,Lakme,Skincare,Serum,320.3
7684,L'Oreal,Skincare,Compact,2163.08
7685,Pond's,Personal Care,Face Wash,
7686,L'Oreal,Skincare,,122.39
7687,L'Oreal,Haircare,Deodorant,3342.97
7688,Nykaa Naturals,Fragrance,Body Lotion,4038.22
7689,Himalaya,Personal Care,Handwash,3174.01
7690,The Body Shop,Makeup,Perfume,510.28
7691,Forest Essentials,Personal Care,Perfume,1702.96
7692,Forest Essentials,Makeup,Serum,97.74
7693,Nivea,Haircare,Oil,4609.8
7694,Pond's,,Soap,3084.29
7695,L'Oreal,Fragrance,Soap,3062.35
7696,Lakme,Haircare,Perfume,4669.89
7697,Biotique,Fragrance,Eyeliner,2510.89
7698,,Skincare,Moisturizer,4787.82
7699,Mamaearth,Haircare,Conditioner,2934.76
7700,Nykaa Naturals,Makeup,Foundation,4152.64
7701,Pond's,Makeup,Perfume,3533.1
7702,L'Oreal,Haircare,Moisturizer,2025.88
7703,Lakme,Skincare,,1938.31
7704,L'Oreal,Skincare,Lipstick,748.54
7705,The Body Shop,Skincare,Deodorant,1044.39
7706,Nivea,Personal Care,Body Lotion,3056.85
7707,L'Oreal,Skincare,,2018.41
7708,Forest Essentials,Haircare,Soap,
7709,L'Oreal,Fragrance,Eyeliner,1953.23
7710,Mamaearth,Makeup,Handwash,3185.17
7711,Nivea,Haircare,Compact,4748.39
7712,Maybelline,Personal Care,Serum,4508.92
7713,Nykaa Naturals,Personal Care,Moisturizer,3822.31
7714,L'Oreal,Personal Care,Eyeliner,407.38
7715,The Body Shop,Skincare,Compact,4932.78
7716,Biotique,Makeup,Oil,1938.58
7717,Nivea,Personal Care,Deodorant,3440.52
7718,Forest Essentials,Haircare,Deodorant,4783.67
7719,Nivea,Haircare,Foundation,3071.72
7720,Nykaa Naturals,Personal Care,Oil,3555.66
7721,WOW Skin Science,Skincare,Deodorant,4684.26
7722,Maybelline,Makeup,Eyeliner,
7723,Mamaearth,Haircare,Soap,2848.55
7724,Mamaearth,Makeup,Conditioner,
7725,Mamaearth,Fragrance,Body Lotion,3752.08
7726,Nivea,Haircare,Sanitizer,2529.56
7727,Lakme,Skincare,Foundation,1529.5
7728,Himalaya,Haircare,Conditioner,3728.54
7729,Forest Essentials,Makeup,,1283.57
7730,L'Oreal,Haircare,Conditioner,4810.17
7731,Mamaearth,Haircare,Face Wash,2823.89
7732,Maybelline,Fragrance,Body Lotion,3252.75
7733,The Body Shop,Haircare,Body Lotion,3134.04
7734,Maybelline,Makeup,Serum,444.41
7735,Nivea,Fragrance,Compact,410.3
7736,Himalaya,Skincare,Mascara,101.17
7737,Nykaa Naturals,Haircare,Face Wash,4142.39
7738,Himalaya,Fragrance,,3634.51
7739,Nivea,Haircare,Mascara,1027.63
7740,WOW Skin Science,Haircare,Deodorant,4192.53
7741,The Body Shop,Fragrance,Deodorant,2455.07
7742,Nivea,Fragrance,Serum,3431.25
7743,L'Oreal,Fragrance,Perfume,3269.79
7744,Maybelline,Fragrance,Eyeliner,1845.31
7745,WOW Skin Science,Personal Care,Face Wash,3034.32
7746,,Fragrance,Serum,150.44
7747,L'Oreal,Haircare,Deodorant,3552.5
7748,Mamaearth,Personal Care,Mask,2070.86
7749,Himalaya,Fragrance,,3846.46
7750,L'Oreal,Makeup,Serum,2960.0
7751,Nykaa Naturals,Personal Care,Oil,2487.54
7752,Nivea,Personal Care,Body Lotion,1988.01
7753,The Body Shop,Makeup,Mascara,4981.77
7754,Maybelline,Personal Care,Soap,2403.39
7755,Nykaa Naturals,Personal Care,Perfume,1021.56
7756,Nivea,Skincare,Handwash,3311.1
7757,L'Oreal,Personal Care,Eyeliner,3492.1
7758,Mamaearth,Skincare,Serum,4526.27
7759,Forest Essentials,Fragrance,Mask,2110.35
7760,The Body Shop,Skincare,Shampoo,159.55
7761,Nykaa Naturals,Personal Care,Deodorant,4477.99
7762,The Body Shop,,Body Mist,3954.77
7763,The Body Shop,Makeup,Mask,2633.57
7764,Nykaa Naturals,Personal Care,Serum,2919.2
7765,Pond's,Haircare,Body Lotion,4472.01
7766,Nivea,Personal Care,Foundation,567.21
7767,Nivea,Skincare,Deodorant,2227.62
7768,Nivea,Fragrance,Body Lotion,1882.06
7769,L'Oreal,Skincare,Eyeliner,1443.56
7770,WOW Skin Science,Fragrance,Handwash,4501.23
7771,Nivea,Skincare,Oil,533.71
7772,Nivea,Haircare,Sanitizer,540.48
7773,The Body Shop,Makeup,Body Mist,1223.69
7774,Nivea,Makeup,Deodorant,2313.3
7775,Mamaearth,Haircare,Serum,933.02
7776,The Body Shop,Skincare,Lipstick,338.6
7777,,Personal Care,Body Lotion,236.24
7778,L'Oreal,,Hair Mask,2352.26
7779,The Body Shop,Skincare,Eyeliner,507.95
7780,L'Oreal,Haircare,Handwash,4784.7
7781,Himalaya,Personal Care,Face Wash,4281.9
7782,,Haircare,Foundation,4444.47
7783,Pond's,Personal Care,Body Mist,3837.56
7784,Maybelline,Makeup,Sanitizer,2532.72
7785,WOW Skin Science,Makeup,Body Lotion,3588.04
7786,Forest Essentials,Skincare,Sanitizer,2580.16
7787,Pond's,Personal Care,Soap,4887.77
7788,Himalaya,Personal Care,Deodorant,1962.55
7789,Nivea,Skincare,Handwash,4065.52
7790,WOW Skin Science,Skincare,Serum,3168.89
7791,Himalaya,Fragrance,Sanitizer,4940.39
7792,Pond's,Fragrance,Oil,907.59
7793,Nykaa Naturals,Personal Care,Moisturizer,2046.92
7794,Lakme,Makeup,Shampoo,1102.96
7795,L'Oreal,Haircare,Compact,857.54
7796,The Body Shop,Makeup,Perfume,2214.7
7797,Biotique,Haircare,Foundation,4388.04
7798,,Haircare,Serum,2958.16
7799,Himalaya,Haircare,,2790.33
7800,Himalaya,Makeup,Handwash,2306.54
7801,Nivea,Fragrance,Mask,2329.33
7802,L'Oreal,Fragrance,Hair Mask,3243.81
7803,Biotique,Personal Care,Lipstick,192.94
7804,Biotique,Skincare,Deodorant,387.73
7805,Himalaya,Personal Care,Handwash,64.18
7806,Forest Essentials,Personal Care,Face Wash,4297.63
7807,,,Body Mist,2695.61
7808,Pond's,Personal Care,Deodorant,2901.31
7809,Mamaearth,Haircare,Serum,1180.65
7810,Lakme,,Perfume,1332.67
7811,Maybelline,Haircare,Sunscreen,1323.95
7812,Forest Essentials,Makeup,Serum,171.98
7813,Lakme,Personal Care,Soap,4384.81
7814,Himalaya,Personal Care,Mascara,3904.03
7815,L'Oreal,Haircare,Lipstick,3686.35
7816,L'Oreal,Makeup,Handwash,585.24
7817,Nivea,Fragrance,Deodorant,1405.75
7818,Pond's,Fragrance,Serum,408.71
7819,Himalaya,Personal Care,Handwash,3393.42
7820,Forest Essentials,Fragrance,Body Mist,544.22
7821,Forest Essentials,Skincare,,2007.57
7822,Nykaa Naturals,Fragrance,Oil,
7823,Nykaa Naturals,Skincare,Hair Mask,2122.24
7824,,Makeup,Perfume,205.06
7825,,Haircare,Body Mist,1798.38
7826,Nykaa Naturals,Personal Care,Soap,1463.88
7827,Pond's,Skincare,Shampoo,861.68
7828,Nivea,Personal Care,Deodorant,135.65
7829,Nykaa Naturals,Skincare,Serum,3842.17
7830,Nivea,,Lipstick,3881.85
7831,L'Oreal,Skincare,Serum,4308.29
7832,L'Oreal,Fragrance,Mascara,3044.14
7833,Pond's,Fragrance,Serum,1335.12
7834,Biotique,Personal Care,Sanitizer,1673.25
7835,Nivea,Makeup,Perfume,253.51
7836,Nivea,Haircare,Conditioner,456.29
7837,Mamaearth,Fragrance,Perfume,2919.52
7838,Nykaa Naturals,Personal Care,Deodorant,1460.89
7839,The Body Shop,Fragrance,Hair Mask,847.11
7840,Forest Essentials,Personal Care,Body Mist,3198.21
7841,Maybelline,Fragrance,Body Lotion,4467.73
7842,Forest Essentials,Skincare,Mask,1329.62
7843,Forest Essentials,Personal Care,Shampoo,1611.65
7844,Lakme,Fragrance,Compact,3001.4
7845,L'Oreal,Skincare,Face Wash,
7846,Forest Essentials,Skincare,Face Wash,612.05
7847,Maybelline,,Mascara,730.04
7848,Mamaearth,Haircare,Conditioner,3604.29
7849,Maybelline,Makeup,Conditioner,863.33
7850,Maybelline,Haircare,Compact,1415.15
7851,Nivea,Skincare,Mask,1554.15
7852,Biotique,Skincare,Perfume,1977.65
7853,Lakme,Skincare,Body Mist,
7854,Pond's,Skincare,Shampoo,3423.37
7855,Pond's,Skincare,Sanitizer,1665.96
7856,Himalaya,Personal Care,Serum,1211.82
7857,Biotique,Skincare,Lipstick,1569.98
7858,Lakme,Haircare,Sunscreen,3101.36
7859,Biotique,Fragrance,Compact,4306.95
7860,L'Oreal,,,3246.99
7861,Himalaya,Personal Care,Soap,869.98
7862,Mamaearth,Personal Care,Compact,4858.85
7863,,Makeup,,3355.08
7864,Forest Essentials,Makeup,Soap,1068.8
7865,Forest Essentials,Haircare,Serum,4795.57
